r,X_r,Conn_r,euler_rips_r
30.27,1210.5714285714287,1,147034
30.31,1212.611111111111,1,147287
30.34,1213.2063492063492,1,147361
30.38,1213.7301587301588,1,147426
30.42,1223.904761904762,1,148686
30.52,1232.9761904761904,1,149809
30.53,1233.7857142857142,1,149909
30.54,1234.2460317460318,1,149966
30.6,1234.9920634920634,1,150058
30.61,1236.0238095238096,1,150186
30.65,1237.0079365079366,1,150308
30.7,1237.4126984126983,1,150358
30.71,1238.936507936508,1,150547
30.74,1239.8333333333333,1,150658
30.78,1240.3412698412699,1,150721
30.8,1240.8968253968253,1,150790
30.81,1243.0396825396826,1,151054
30.86,1244.4285714285713,1,151226
30.89,1244.8174603174602,1,151274
30.93,1253.7063492063492,1,152375
31.01,1254.1984126984128,1,152436
31.02,1254.6904761904761,1,152497
31.04,1254.9761904761904,1,152532
31.05,1256.079365079365,1,152669
31.07,1257.1507936507937,1,152802
31.09,1257.6031746031747,1,152858
31.11,1257.8968253968253,1,152894
31.13,1259.968253968254,1,153151
31.2,1262.3809523809523,1,153450
31.22,1264.5,1,153712
31.25,1264.936507936508,1,153766
31.32,1265.3650793650793,1,153819
31.33,1275.3412698412699,1,155055
31.35,1278.2936507936508,1,155422
31.39,1278.7619047619048,1,155480
31.41,1281.1507936507937,1,155776
31.47,1282.7222222222222,1,155971
31.49,1283.7380952380952,1,156097
31.52,1286.468253968254,1,156436
31.54,1287.904761904762,1,156614
31.57,1288.3650793650793,1,156671
31.58,1289.968253968254,1,156868
31.6,1290.388888888889,1,156920
31.63,1297.0238095238096,1,157741
31.7,1297.468253968254,1,157796
31.71,1299.6746031746031,1,158070
31.76,1300.2301587301588,1,158139
31.79,1301.2380952380952,1,158264
31.82,1308.5714285714287,1,159173
31.86,1309.6904761904761,1,159312
31.9,1310.8174603174602,1,159452
31.92,1311.8968253968253,1,159586
31.98,1312.468253968254,1,159657
32.0,1312.8174603174602,1,159700
32.02,1322.5079365079366,1,160901
32.04,1322.9603174603174,1,160957
32.07,1323.5238095238096,1,161027
32.08,1324.6825396825398,1,161171
32.1,1325.1746031746031,1,161232
32.21,1327.1587301587301,1,161478
32.23,1328.0873015873017,1,161593
32.24,1328.626984126984,1,161660
32.29,1329.063492063492,1,161714
32.32,1329.5555555555557,1,161775
32.34,1332.5714285714287,1,162149
32.41,1333.0873015873017,1,162213
32.45,1334.1349206349207,1,162343
32.5,1344.1825396825398,1,163589
32.52,1345.5714285714287,1,163761
32.56,1345.9126984126983,1,163803
32.58,1346.484126984127,1,163874
32.6,1363.0714285714287,1,165929
32.61,1366.4603174603174,1,166349
32.69,1368.1507936507937,1,166559
32.73,1368.6984126984128,1,166627
32.75,1369.047619047619,1,166670
32.76,1369.611111111111,1,166740
32.77,1370.6349206349207,1,166867
32.81,1373.6587301587301,1,167242
32.82,1374.6984126984128,1,167371
32.87,1375.2063492063492,1,167434
32.89,1380.2142857142858,1,168053
32.9,1383.4444444444443,1,168454
32.94,1384.920634920635,1,168637
32.97,1385.5555555555557,1,168716
32.98,1387.7142857142858,1,168984
33.02,1388.6984126984128,1,169106
33.05,1389.7698412698412,1,169239
33.07,1390.3650793650793,1,169313
33.1,1391.111111111111,1,169405
33.11,1392.8333333333333,1,169618
33.15,1393.452380952381,1,169695
33.21,1394.4603174603174,1,169820
33.24,1396.626984126984,1,170089
33.25,1397.6587301587301,1,170217
33.31,1398.5873015873017,1,170332
33.33,1399.1904761904761,1,170407
33.36,1405.9761904761904,1,171250
33.37,1407.8809523809523,1,171486
33.43,1415.2936507936508,1,172407
33.45,1416.5,1,172557
33.48,1416.9444444444443,1,172612
33.51,1417.531746031746,1,172685
33.52,1418.0396825396826,1,172748
33.54,1418.8968253968253,1,172854
33.55,1431.0079365079366,1,174358
33.59,1431.5079365079366,1,174420
33.64,1439.857142857143,1,175455
33.68,1440.436507936508,1,175527
33.71,1441.047619047619,1,175603
33.72,1442.3095238095239,1,175760
33.73,1443.6031746031747,1,175921
33.74,1444.952380952381,1,176088
33.77,1445.531746031746,1,176160
33.81,1446.1904761904761,1,176242
33.82,1449.6746031746031,1,176675
33.84,1450.420634920635,1,176767
33.85,1450.6666666666667,1,176797
33.87,1451.2063492063492,1,176864
33.88,1452.2460317460318,1,176992
33.95,1453.4126984126983,1,177137
33.98,1454.6587301587301,1,177292
34.0,1455.8412698412699,1,177439
34.01,1474.6984126984128,1,179781
34.02,1475.8015873015872,1,179918
34.06,1476.8492063492063,1,180048
34.13,1478.015873015873,1,180193
34.16,1478.1746031746031,1,180212
34.24,1481.2460317460318,1,180594
34.28,1481.5079365079366,1,180626
34.31,1481.873015873016,1,180671
34.33,1483.1507936507937,1,180830
34.37,1483.626984126984,1,180889
34.4,1484.373015873016,1,180982
34.41,1485.6190476190477,1,181137
34.48,1486.9285714285713,1,181300
34.49,1487.3015873015872,1,181345
34.53,1487.579365079365,1,181379
34.54,1487.9761904761904,1,181428
34.57,1488.6031746031747,1,181506
34.62,1489.9761904761904,1,181677
34.66,1492.7222222222222,1,182018
34.69,1493.1031746031747,1,182065
34.72,1493.6349206349207,1,182131
34.74,1499.357142857143,1,182841
34.77,1500.952380952381,1,183039
34.82,1501.5,1,183107
34.83,1510.6190476190477,1,184240
34.91,1510.8412698412699,1,184267
34.92,1511.420634920635,1,184339
34.93,1512.3015873015872,1,184448
34.94,1512.8492063492063,1,184516
34.99,1513.404761904762,1,184585
35.0,1515.8968253968253,1,184892
35.01,1517.142857142857,1,185047
35.02,1517.515873015873,1,185093
35.05,1520.857142857143,1,185508
35.09,1524.7619047619048,1,185993
35.11,1525.8412698412699,1,186127
35.12,1527.3095238095239,1,186309
35.13,1527.904761904762,1,186383
35.18,1528.952380952381,1,186513
35.22,1530.6904761904761,1,186729
35.25,1531.2777777777778,1,186802
35.26,1532.7460317460318,1,186984
35.29,1533.2857142857142,1,187051
35.31,1533.8492063492063,1,187121
35.34,1534.2063492063492,1,187165
35.36,1550.547619047619,1,189193
35.39,1552.8968253968253,1,189485
35.41,1554.1587301587301,1,189642
35.42,1555.357142857143,1,189791
35.45,1556.7936507936508,1,189969
35.52,1557.357142857143,1,190039
35.54,1574.5079365079366,1,192171
35.56,1575.2063492063492,1,192257
35.6,1578.404761904762,1,192654
35.61,1578.9920634920634,1,192727
35.63,1579.436507936508,1,192782
35.7,1580.1031746031747,1,192865
35.76,1581.095238095238,1,192988
35.79,1582.357142857143,1,193145
35.8,1593.126984126984,1,194482
35.81,1594.9285714285713,1,194706
35.85,1595.595238095238,1,194789
35.93,1596.7539682539682,1,194933
36.0,1598.1587301587301,1,195108
36.01,1598.7777777777778,1,195185
36.04,1599.920634920635,1,195327
36.06,1608.0238095238096,1,196334
36.07,1608.2301587301588,1,196359
36.09,1608.9761904761904,1,196452
36.11,1610.142857142857,1,196597
36.12,1611.4444444444443,1,196759
36.13,1611.8968253968253,1,196815
36.14,1613.2698412698412,1,196986
36.17,1613.515873015873,1,197016
36.21,1613.9761904761904,1,197073
36.23,1614.5396825396826,1,197143
36.25,1615.0,1,197200
36.27,1617.0714285714287,1,197458
36.29,1617.873015873016,1,197557
36.32,1619.0396825396826,1,197702
36.36,1619.7142857142858,1,197786
36.4,1620.3095238095239,1,197860
36.41,1626.1746031746031,1,198587
36.48,1628.0555555555557,1,198821
36.5,1628.6587301587301,1,198896
36.54,1629.2777777777778,1,198973
36.55,1629.7619047619048,1,199033
36.59,1630.7222222222222,1,199152
36.62,1633.357142857143,1,199479
36.63,1633.5873015873017,1,199507
36.68,1634.9761904761904,1,199680
36.71,1635.5396825396826,1,199749
36.77,1637.3015873015872,1,199968
36.78,1640.388888888889,1,200352
36.79,1642.0,1,200552
36.8,1643.547619047619,1,200744
36.84,1644.1666666666667,1,200821
36.85,1645.2380952380952,1,200953
36.91,1646.3968253968253,1,201097
36.92,1655.436507936508,1,202221
36.94,1657.3095238095239,1,202454
36.99,1658.857142857143,1,202646
37.0,1659.1031746031747,1,202676
37.02,1659.563492063492,1,202733
37.05,1660.2301587301588,1,202816
37.08,1660.7777777777778,1,202884
37.11,1661.1746031746031,1,202933
37.13,1663.626984126984,1,203238
37.16,1664.2857142857142,1,203320
37.17,1674.0079365079366,1,204529
37.21,1675.8253968253969,1,204755
37.26,1676.4126984126983,1,204828
37.37,1677.6349206349207,1,204980
37.4,1678.8492063492063,1,205131
37.45,1680.1507936507937,1,205293
37.5,1685.5396825396826,1,205962
37.51,1686.1904761904761,1,206043
37.54,1686.873015873016,1,206128
37.58,1687.1746031746031,1,206165
37.59,1692.6746031746031,1,206848
37.62,1693.1587301587301,1,206908
37.65,1693.7460317460318,1,206981
37.73,1694.3650793650793,1,207058
37.77,1694.5079365079366,1,207074
37.8,1697.8809523809523,1,207493
37.84,1702.3174603174602,1,208044
37.85,1702.873015873016,1,208113
37.86,1704.1746031746031,1,208275
37.89,1704.4285714285713,1,208306
37.91,1704.515873015873,1,208316
37.92,1705.1190476190477,1,208391
38.03,1705.7539682539682,1,208470
38.06,1706.357142857143,1,208545
38.08,1712.3174603174602,1,209285
38.11,1713.6507936507937,1,209451
38.17,1721.126984126984,1,210381
38.2,1721.7539682539682,1,210459
38.24,1722.388888888889,1,210538
38.25,1727.0,1,211111
38.27,1728.8333333333333,1,211339
38.29,1730.7222222222222,1,211574
38.31,1732.0079365079366,1,211734
38.33,1732.6507936507937,1,211814
38.35,1733.9285714285713,1,211973
38.42,1734.357142857143,1,212026
38.43,1734.888888888889,1,212091
38.45,1735.5714285714287,1,212176
38.46,1736.9126984126983,1,212343
38.52,1737.9444444444443,1,212471
38.53,1738.0238095238096,1,212480
38.54,1738.6666666666667,1,212560
38.58,1740.6984126984128,1,212813
38.59,1741.4126984126983,1,212902
38.62,1741.6904761904761,1,212936
38.66,1742.3492063492063,1,213018
38.67,1743.6746031746031,1,213183
38.69,1745.2301587301588,1,213375
38.7,1746.9285714285713,1,213586
38.71,1749.4603174603174,1,213901
38.74,1751.3650793650793,1,214138
38.82,1754.4761904761904,1,214524
38.83,1755.015873015873,1,214591
38.9,1759.2539682539682,1,215118
38.91,1760.6587301587301,1,215293
38.92,1761.9603174603174,1,215455
38.95,1763.8174603174602,1,215686
38.97,1766.468253968254,1,216016
39.0,1767.3174603174602,1,216121
39.02,1767.952380952381,1,216200
39.03,1768.4920634920634,1,216267
39.06,1778.888888888889,1,217561
39.12,1779.547619047619,1,217643
39.14,1784.6825396825398,1,218282
39.2,1785.3253968253969,1,218362
39.22,1785.9761904761904,1,218443
39.23,1786.626984126984,1,218524
39.29,1789.047619047619,1,218825
39.31,1789.3968253968253,1,218868
39.36,1789.904761904762,1,218931
39.4,1790.531746031746,1,219009
39.43,1790.6349206349207,1,219021
39.44,1791.3492063492063,1,219110
39.45,1791.984126984127,1,219189
39.47,1792.095238095238,1,219202
39.53,1809.2380952380952,1,221335
39.54,1811.5555555555557,1,221623
39.6,1812.2380952380952,1,221708
39.61,1813.3095238095239,1,221841
39.63,1813.9603174603174,1,221922
39.66,1814.936507936508,1,222043
39.71,1816.1349206349207,1,222192
39.82,1816.8095238095239,1,222276
39.96,1817.5,1,222362
40.0,1819.3015873015872,1,222586
40.01,1819.611111111111,1,222624
40.03,1820.2619047619048,1,222705
40.05,1820.6349206349207,1,222751
40.06,1821.1984126984128,1,222821
40.07,1822.9285714285713,1,223036
40.08,1825.1349206349207,1,223310
40.12,1825.4603174603174,1,223350
40.16,1826.1904761904761,1,223441
40.2,1826.2777777777778,1,223451
40.21,1827.7619047619048,1,223634
40.22,1830.3809523809523,1,223960
40.23,1831.515873015873,1,224101
40.26,1832.1190476190477,1,224176
40.27,1832.888888888889,1,224271
40.31,1835.0079365079366,1,224535
40.32,1846.3809523809523,1,225949
40.39,1850.8015873015872,1,226498
40.41,1851.5238095238096,1,226588
40.45,1851.6587301587301,1,226604
40.46,1853.0079365079366,1,226772
40.48,1854.8412698412699,1,227000
40.64,1855.563492063492,1,227090
40.66,1856.142857142857,1,227162
40.67,1856.7857142857142,1,227242
40.68,1857.4285714285713,1,227322
40.7,1869.7539682539682,1,228857
40.71,1870.2380952380952,1,228917
40.9,1870.8809523809523,1,228997
41.01,1874.579365079365,1,229457
41.02,1875.2698412698412,1,229543
41.05,1875.626984126984,1,229587
41.11,1877.373015873016,1,229804
41.17,1877.8650793650793,1,229865
41.24,1879.6349206349207,1,230085
41.28,1880.2936507936508,1,230167
41.31,1882.1746031746031,1,230401
41.34,1882.8333333333333,1,230483
41.35,1883.563492063492,1,230574
41.39,1888.6190476190477,1,231203
41.43,1889.6507936507937,1,231331
41.44,1891.6349206349207,1,231578
41.51,1892.3333333333333,1,231665
41.61,1898.4285714285713,1,232424
41.62,1899.579365079365,1,232567
41.68,1900.3253968253969,1,232660
41.75,1900.9761904761904,1,232741
41.77,1903.4285714285713,1,233046
41.78,1904.1666666666667,1,233138
41.82,1905.388888888889,1,233290
41.84,1906.1507936507937,1,233385
41.87,1907.4126984126983,1,233542
41.91,1909.5555555555557,1,233806
41.94,1910.8492063492063,1,233967
42.08,1911.5873015873017,1,234059
42.11,1912.2539682539682,1,234142
42.2,1915.142857142857,1,234502
42.26,1916.6746031746031,1,234693
42.27,1918.111111111111,1,234872
42.3,1920.1746031746031,1,235129
42.33,1920.5555555555557,1,235176
42.37,1921.1507936507937,1,235250
42.41,1923.904761904762,1,235593
42.43,1926.9761904761904,1,235975
42.48,1927.6587301587301,1,236060
42.5,1931.936507936508,1,236590
42.53,1932.3650793650793,1,236643
42.55,1933.920634920635,1,236836
42.58,1943.6746031746031,1,238049
42.61,1944.4603174603174,1,238147
42.72,1945.9126984126983,1,238328
42.73,1951.563492063492,1,239030
42.74,1953.142857142857,1,239227
42.8,1955.7936507936508,1,239556
42.81,1956.515873015873,1,239646
42.86,1957.2222222222222,1,239734
42.88,1957.888888888889,1,239817
42.93,1958.5873015873017,1,239904
43.02,1966.1904761904761,1,240851
43.08,1967.452380952381,1,241008
43.11,1968.1666666666667,1,241097
43.16,1969.968253968254,1,241321
43.23,1970.6666666666667,1,241408
43.28,1971.2619047619048,1,241482
43.35,1972.611111111111,1,241650
43.42,1973.126984126984,1,241714
43.47,1974.3333333333333,1,241864
43.48,1974.7777777777778,1,241919
43.56,1976.1349206349207,1,242088
43.67,1985.1984126984128,1,243215
43.69,1987.8968253968253,1,243551
43.74,1996.7857142857142,1,244659
43.78,1997.6031746031747,1,244761
43.79,1998.126984126984,1,244826
43.83,1998.8253968253969,1,244913
43.85,1999.5873015873017,1,245008
43.87,2000.3253968253969,1,245100
43.9,2001.063492063492,1,245192
43.91,2003.9603174603174,1,245553
43.93,2004.436507936508,1,245612
43.99,2005.8968253968253,1,245794
44.03,2006.563492063492,1,245877
44.12,2007.2777777777778,1,245966
44.13,2007.8095238095239,1,246032
44.19,2008.547619047619,1,246124
44.21,2009.2301587301588,1,246209
44.23,2014.111111111111,1,246816
44.31,2018.6984126984128,1,247387
44.41,2020.2301587301588,1,247578
44.45,2020.7857142857142,1,247647
44.52,2023.8253968253969,1,248025
44.53,2024.5555555555557,1,248116
44.54,2025.1825396825398,1,248194
44.58,2025.904761904762,1,248284
44.6,2027.7301587301588,1,248511
44.64,2028.420634920635,1,248597
44.66,2029.9285714285713,1,248785
44.69,2030.531746031746,1,248860
44.73,2036.1507936507937,1,249560
44.79,2036.6507936507937,1,249622
44.8,2037.420634920635,1,249718
44.87,2038.8492063492063,1,249896
44.91,2042.2698412698412,1,250322
44.92,2042.9285714285713,1,250404
44.99,2043.642857142857,1,250493
45.02,2044.1031746031747,1,250550
45.03,2045.2063492063492,1,250686
45.07,2049.968253968254,1,251276
45.14,2051.214285714286,1,251431
45.18,2051.9126984126983,1,251518
45.19,2052.626984126984,1,251607
45.23,2053.095238095238,1,251665
45.27,2055.4523809523807,1,251959
45.28,2058.595238095238,1,252350
45.31,2060.0238095238096,1,252528
45.34,2060.6031746031745,1,252600
45.35,2061.246031746032,1,252680
45.36,2061.9444444444443,1,252767
45.41,2062.714285714286,1,252863
45.46,2063.4841269841268,1,252959
45.49,2064.253968253968,1,253055
45.55,2064.7301587301586,1,253114
45.6,2065.4761904761904,1,253207
45.61,2065.9603174603176,1,253267
45.63,2069.3809523809523,1,253691
45.65,2071.6031746031745,1,253968
45.78,2072.3492063492063,1,254061
45.8,2073.0,1,254142
45.9,2075.4841269841268,1,254450
45.92,2078.3888888888887,1,254812
45.97,2088.0396825396824,1,256015
45.99,2088.6984126984125,1,256097
46.02,2089.4523809523807,1,256190
46.04,2090.1666666666665,1,256279
46.06,2090.65873015873,1,256340
46.07,2092.1190476190477,1,256522
46.1,2102.3174603174602,1,257793
46.15,2103.0555555555557,1,257885
46.21,2104.6349206349205,1,258082
46.22,2104.8650793650795,1,258110
46.23,2105.6031746031745,1,258202
46.33,2105.84126984127,1,258231
46.34,2106.5158730158732,1,258315
46.35,2107.8571428571427,1,258482
46.4,2109.2619047619046,1,258657
46.45,2109.7619047619046,1,258718
46.48,2110.0,1,258747
46.51,2114.7698412698414,1,259342
46.56,2116.3174603174602,1,259535
46.71,2116.563492063492,1,259565
46.74,2117.8888888888887,1,259730
46.77,2118.3888888888887,1,259792
46.89,2119.0873015873017,1,259879
46.91,2119.595238095238,1,259942
46.96,2120.1349206349205,1,260009
46.98,2123.9603174603176,1,260486
47.03,2124.753968253968,1,260585
47.06,2125.2698412698414,1,260649
47.09,2126.8174603174602,1,260842
47.17,2133.8333333333335,1,261717
47.21,2134.6111111111113,1,261814
47.26,2135.4126984126983,1,261914
47.3,2136.4126984126983,1,262038
47.32,2137.2063492063494,1,262137
47.41,2138.7936507936506,1,262335
47.43,2139.6031746031745,1,262436
47.44,2145.095238095238,1,263120
47.47,2145.722222222222,1,263198
47.5,2146.7619047619046,1,263327
47.51,2147.5238095238096,1,263422
47.57,2148.4285714285716,1,263534
47.6,2148.9761904761904,1,263602
47.77,2151.5476190476193,1,263921
47.82,2151.8174603174602,1,263954
47.86,2153.1428571428573,1,264119
47.95,2153.8968253968255,1,264213
47.99,2155.5396825396824,1,264418
48.03,2159.3333333333335,1,264891
48.09,2168.4523809523807,1,266028
48.11,2170.0238095238096,1,266224
48.17,2170.5396825396824,1,266288
48.24,2171.0793650793653,1,266355
48.26,2171.873015873016,1,266454
48.29,2174.277777777778,1,266753
48.31,2175.0793650793653,1,266853
48.33,2175.6507936507937,1,266924
48.45,2176.2301587301586,1,266996
48.51,2176.9285714285716,1,267083
48.55,2182.2698412698414,1,267747
48.71,2182.9285714285716,1,267829
48.8,2183.722222222222,1,267928
48.86,2184.5158730158732,1,268027
48.88,2185.3253968253966,1,268128
49.0,2186.714285714286,1,268301
49.04,2187.5158730158732,1,268401
49.12,2191.873015873016,1,268943
49.16,2192.5873015873017,1,269032
49.25,2197.0396825396824,1,269587
49.31,2200.0793650793653,1,269966
49.41,2200.8888888888887,1,270067
49.43,2201.690476190476,1,270167
49.5,2204.9126984126983,1,270569
49.63,2205.7380952380954,1,270672
49.82,2207.904761904762,1,270942
49.97,2208.222222222222,1,270981
50.0,2216.0158730158732,1,271952
50.07,2216.9920634920636,1,272072
50.09,2218.126984126984,1,272213
50.11,2218.8253968253966,1,272300
50.14,2220.2619047619046,1,272479
50.18,2220.9841269841268,1,272569
50.21,2222.595238095238,1,272770
50.22,2223.3015873015875,1,272858
50.25,2227.6031746031745,1,273393
50.32,2231.2698412698414,1,273850
50.34,2231.9523809523807,1,273935
50.36,2232.3015873015875,1,273978
50.37,2232.8888888888887,1,274051
50.43,2233.7301587301586,1,274156
50.49,2234.4206349206347,1,274242
50.56,2235.095238095238,1,274325
50.62,2235.9126984126983,1,274427
50.63,2240.2063492063494,1,274962
50.9,2240.9523809523807,1,275055
51.0,2244.1746031746034,1,275456
51.04,2246.5476190476193,1,275752
51.06,2246.904761904762,1,275796
51.12,2247.2698412698414,1,275841
51.24,2247.8650793650795,1,275915
51.3,2251.4523809523807,1,276362
51.35,2252.6666666666665,1,276513
51.37,2253.4285714285716,1,276608
51.41,2254.2619047619046,1,276712
51.42,2255.9920634920636,1,276927
51.48,2256.6349206349205,1,277007
51.54,2263.3333333333335,1,277841
51.74,2263.9603174603176,1,277919
51.98,2264.785714285714,1,278022
52.03,2268.0714285714284,1,278432
52.09,2268.4603174603176,1,278480
52.11,2269.190476190476,1,278571
52.21,2270.714285714286,1,278761
52.23,2271.531746031746,1,278863
52.29,2272.190476190476,1,278945
52.32,2273.031746031746,1,279050
52.41,2273.8015873015875,1,279146
52.48,2274.436507936508,1,279225
52.5,2276.746031746032,1,279511
52.51,2277.4603174603176,1,279600
52.56,2280.214285714286,1,279943
52.69,2283.0873015873017,1,280301
52.7,2283.7380952380954,1,280382
52.74,2286.968253968254,1,280784
52.84,2288.4761904761904,1,280972
52.85,2289.2063492063494,1,281063
52.86,2289.9444444444443,1,281155
52.91,2290.7936507936506,1,281261
52.95,2291.6031746031745,1,281362
52.98,2294.968253968254,1,281782
53.0,2295.7936507936506,1,281885
53.16,2297.4206349206347,1,282088
53.24,2299.0,1,282285
53.28,2299.8015873015875,1,282385
53.29,2300.5555555555557,1,282479
53.32,2301.3174603174602,1,282574
53.45,2306.1190476190477,1,283171
53.46,2306.9761904761904,1,283278
53.49,2307.3968253968255,1,283330
53.51,2312.1349206349205,1,283921
53.53,2312.5714285714284,1,283975
53.61,2313.0238095238096,1,284031
53.65,2314.6507936507937,1,284234
53.68,2315.5238095238096,1,284343
53.86,2316.2936507936506,1,284439
53.91,2317.1111111111113,1,284541
54.09,2319.3650793650795,1,284822
54.12,2321.5476190476193,1,285094
54.18,2322.0079365079364,1,285151
54.29,2323.6984126984125,1,285362
54.47,2326.126984126984,1,285665
54.57,2327.8174603174602,1,285876
54.61,2329.2063492063494,1,286049
54.75,2329.9841269841268,1,286146
54.8,2330.65873015873,1,286230
54.81,2332.3492063492063,1,286441
54.83,2337.5873015873017,1,287094
54.89,2339.309523809524,1,287309
55.0,2340.2301587301586,1,287424
55.06,2343.2063492063494,1,287795
55.11,2343.8809523809523,1,287879
55.16,2345.5079365079364,1,288082
55.23,2347.9603174603176,1,288387
55.34,2349.5555555555557,1,288586
55.51,2353.968253968254,1,289136
55.62,2354.65873015873,1,289222
55.75,2355.373015873016,1,289311
55.91,2360.3968253968255,1,289938
55.94,2361.246031746032,1,290044
56.03,2362.1031746031745,1,290151
56.15,2362.5873015873017,1,290211
56.16,2364.126984126984,1,290403
56.19,2366.277777777778,1,290671
56.33,2366.7619047619046,1,290731
56.35,2367.9761904761904,1,290882
56.41,2369.3333333333335,1,291051
56.5,2369.8253968253966,1,291112
56.65,2370.6746031746034,1,291218
56.68,2375.6031746031745,1,291833
56.74,2376.4523809523807,1,291939
57.01,2381.65873015873,1,292589
57.12,2384.0793650793653,1,292891
57.17,2384.9603174603176,1,293001
57.22,2385.8571428571427,1,293113
57.27,2386.6031746031745,1,293206
57.38,2387.1190476190477,1,293270
57.46,2388.0079365079364,1,293381
57.52,2389.0158730158732,1,293506
57.56,2390.809523809524,1,293729
57.57,2391.5714285714284,1,293824
57.66,2392.1031746031745,1,293890
57.68,2392.8333333333335,1,293981
57.72,2396.063492063492,1,294382
57.85,2397.3253968253966,1,294539
57.95,2399.1111111111113,1,294762
57.99,2400.4285714285716,1,294926
58.13,2401.595238095238,1,295071
58.15,2402.4841269841268,1,295182
58.19,2403.3571428571427,1,295291
58.22,2403.9444444444443,1,295364
58.26,2405.4126984126983,1,295547
58.31,2408.8650793650795,1,295978
58.37,2409.6984126984125,1,296082
58.52,2410.246031746032,1,296150
58.53,2415.3492063492063,1,296787
58.58,2415.9523809523807,1,296862
58.61,2416.753968253968,1,296962
58.64,2417.309523809524,1,297031
58.74,2418.2063492063494,1,297143
58.81,2418.8174603174602,1,297219
58.85,2419.3888888888887,1,297290
59.01,2421.1031746031745,1,297504
59.06,2421.8492063492063,1,297597
59.07,2422.4603174603176,1,297673
59.26,2423.214285714286,1,297767
59.27,2424.84126984127,1,297970
59.37,2425.6031746031745,1,298065
59.43,2429.031746031746,1,298492
59.47,2429.9285714285716,1,298604
59.62,2430.5555555555557,1,298682
59.64,2431.4523809523807,1,298794
59.65,2432.3333333333335,1,298904
59.69,2433.15873015873,1,299007
59.86,2433.936507936508,1,299104
59.91,2434.5396825396824,1,299179
59.99,2435.4206349206347,1,299289
60.0,2436.0476190476193,1,299367
60.02,2436.6825396825398,1,299446
60.14,2437.3253968253966,1,299526
60.21,2442.8174603174602,1,300211
60.23,2443.6031746031745,1,300309
60.34,2444.3968253968255,1,300408
60.46,2445.0158730158732,1,300485
60.47,2445.6825396825398,1,300568
60.49,2447.4523809523807,1,300789
60.72,2449.0793650793653,1,300992
60.83,2451.5396825396824,1,301299
60.91,2452.373015873016,1,301403
61.02,2453.214285714286,1,301508
61.04,2454.9206349206347,1,301721
61.27,2456.563492063492,1,301926
61.5,2458.722222222222,1,302195
61.54,2459.5793650793653,1,302302
61.59,2461.0873015873017,1,302490
61.62,2461.7380952380954,1,302571
61.75,2464.3571428571427,1,302898
61.85,2465.0158730158732,1,302980
62.12,2465.6825396825398,1,303063
62.42,2466.5555555555557,1,303172
62.5,2468.126984126984,1,303368
62.63,2469.7063492063494,1,303565
62.65,2471.4603174603176,1,303784
62.7,2472.8253968253966,1,303954
62.83,2474.5158730158732,1,304165
62.86,2476.2380952380954,1,304380
63.35,2476.9285714285716,1,304466
63.64,2477.8015873015875,1,304575
63.75,2478.5,1,304662
63.81,2479.4126984126983,1,304776
63.89,2481.9206349206347,1,305089
64.28,2484.777777777778,1,305445
64.29,2485.5079365079364,1,305536
64.61,2487.3571428571427,1,305767
64.63,2489.8650793650795,1,306080
64.98,2490.777777777778,1,306194
65.05,2491.5238095238096,1,306287
65.44,2493.3333333333335,1,306513
65.63,2496.0714285714284,1,306855
65.97,2496.785714285714,1,306944
66.01,2498.5714285714284,1,307167
66.13,2499.2936507936506,1,307257
66.2,2500.777777777778,1,307442
66.43,2501.531746031746,1,307536
66.57,2503.3333333333335,1,307761
66.58,2504.2380952380954,1,307874
66.61,2505.1507936507937,1,307988
66.65,2506.0555555555557,1,308101
66.83,2506.8253968253966,1,308197
66.92,2507.6031746031745,1,308294
67.0,2508.3888888888887,1,308392
67.09,2511.15873015873,1,308738
67.21,2511.8968253968255,1,308830
67.32,2515.9126984126983,1,309331
67.37,2516.722222222222,1,309432
67.55,2517.4761904761904,1,309526
67.92,2518.3015873015875,1,309629
68.01,2520.1666666666665,1,309862
68.09,2521.0714285714284,1,309975
68.24,2521.8968253968255,1,310078
68.38,2522.8015873015875,1,310191
68.43,2523.714285714286,1,310305
68.79,2524.4841269841268,1,310401
68.97,2525.4126984126983,1,310517
69.15,2526.246031746032,1,310621
69.27,2527.0238095238096,1,310718
69.42,2527.809523809524,1,310816
69.82,2528.6507936507937,1,310921
69.83,2529.4444444444443,1,311020
70.06,2530.246031746032,1,311120
70.41,2531.0555555555557,1,311221
70.45,2532.6984126984125,1,311426
70.58,2536.0476190476193,1,311844
70.65,2536.9206349206347,1,311953
71.11,2539.5238095238096,1,312278
71.57,2540.436507936508,1,312392
71.59,2542.3015873015875,1,312625
71.99,2543.1507936507937,1,312731
72.12,2545.031746031746,1,312966
72.16,2545.9841269841268,1,313085
72.42,2546.84126984127,1,313192
72.55,2547.7380952380954,1,313304
72.67,2548.6031746031745,1,313412
72.68,2550.4206349206347,1,313639
73.18,2551.3571428571427,1,313756
73.38,2552.277777777778,1,313871
73.41,2553.1984126984125,1,313986
73.53,2555.8888888888887,1,314322
73.57,2556.777777777778,1,314433
73.67,2558.65873015873,1,314668
73.94,2560.5555555555557,1,314905
74.04,2562.3571428571427,1,315130
74.59,2564.2380952380954,1,315365
75.05,2566.0714285714284,1,315594
75.21,2567.031746031746,1,315714
75.59,2567.9523809523807,1,315829
