r,X_r,Conn_r,euler_rips_r
28.99,1119.4603174603174,1,135755
29.04,1119.7380952380952,1,135789
29.1,1119.873015873016,1,135805
29.13,1124.063492063492,1,136323
29.16,1136.0714285714287,1,137809
29.22,1137.3333333333333,1,137966
29.27,1142.1507936507937,1,138561
29.28,1143.1904761904761,1,138689
29.3,1144.2619047619048,1,138821
29.31,1145.4761904761904,1,138971
29.34,1145.9761904761904,1,139033
29.4,1146.373015873016,1,139082
29.42,1147.1031746031747,1,139172
29.44,1147.5555555555557,1,139228
29.45,1149.1587301587301,1,139427
29.48,1149.6587301587301,1,139489
29.53,1150.1904761904761,1,139555
29.57,1150.7301587301588,1,139622
29.59,1151.0873015873017,1,139666
29.61,1151.5,1,139717
29.62,1153.111111111111,1,139917
29.7,1154.5714285714287,1,140098
29.71,1156.2142857142858,1,140301
29.72,1157.9603174603174,1,140517
29.74,1158.452380952381,1,140578
29.75,1160.0714285714287,1,140779
29.76,1160.5555555555557,1,140839
29.78,1161.0555555555557,1,140901
29.81,1161.6825396825398,1,140978
29.84,1162.8492063492063,1,141123
29.91,1165.1349206349207,1,141406
29.96,1167.3015873015872,1,141674
29.97,1167.8015873015872,1,141736
29.98,1168.9444444444443,1,141877
30.0,1174.7539682539682,1,142598
30.01,1175.595238095238,1,142701
30.02,1177.079365079365,1,142885
30.06,1177.7539682539682,1,142968
30.08,1178.1666666666667,1,143019
30.11,1189.4920634920634,1,144421
30.15,1191.142857142857,1,144626
30.16,1193.0,1,144856
30.19,1194.0238095238096,1,144983
30.21,1208.357142857143,1,146761
30.23,1209.857142857143,1,146947
30.24,1210.0079365079366,1,146965
